key,Model,Arena Elo rating (anony),Arena Elo rating (full),MTEB Overall Avg,MTEB Retrieval Avg,MTEB Clustering Avg,MTEB STS Avg,License,Organization,Link
text-embedding-004,text-embedding-004,1099.9412609994524,1099.9412609994524,66.31,55.7,47.48,85.07,Proprietary,Google,https://cloud.google.com/vertex-ai/generative-ai/docs/model-reference/text-embeddings-api
GritLM/GritLM-7B,GritLM/GritLM-7B,1082.4758645656073,1082.4758645656073,66.76,57.41,50.61,83.35,Apache 2.0,"Contextual AI, HKU, Microsoft",https://huggingface.co/GritLM/GritLM-7B
intfloat/e5-mistral-7b-instruct,intfloat/e5-mistral-7b-instruct,1070.0742366254703,1070.0742366254703,66.63,56.89,50.26,84.63,MIT License,Microsoft,https://huggingface.co/intfloat/e5-mistral-7b-instruct
mixedbread-ai/mxbai-embed-large-v1,mixedbread-ai/mxbai-embed-large-v1,1062.5404290413776,1062.5404290413776,64.68,54.39,46.71,85.0,Apache 2.0,mixedbread.ai,https://huggingface.co/mixedbread-ai/mxbai-embed-large-v1
intfloat/multilingual-e5-large-instruct,intfloat/multilingual-e5-large-instruct,1058.7890440357985,1058.7890440357985,64.41,52.47,47.1,84.78,MIT License,Microsoft,https://huggingface.co/intfloat/multilingual-e5-large-instruct
Salesforce/SFR-Embedding-2_R,Salesforce/SFR-Embedding-2_R,1052.3084418406033,1052.3084418406033,70.31,60.18,56.17,81.26,CC-BY-NC-4.0,Salesforce,https://huggingface.co/Salesforce/SFR-Embedding-2_R
nomic-ai/nomic-embed-text-v1.5,nomic-ai/nomic-embed-text-v1.5,1050.7560157230794,1050.7560157230794,62.28,53.01,43.93,81.94,Apache 2.0,nomic.ai,https://huggingface.co/nomic-ai/nomic-embed-text-v1.5
BAAI/bge-large-en-v1.5,BAAI/bge-large-en-v1.5,1044.8158587384366,1044.8158587384366,64.23,54.29,46.08,83.11,MIT,BAAI,https://huggingface.co/BAAI/bge-large-en-v1.5
voyage-multilingual-2,voyage-multilingual-2,1037.848599300999,1037.848599300999,,,,,Proprietary,Voyage AI,https://docs.voyageai.com/docs/embeddings
text-embedding-3-large,text-embedding-3-large,1030.0676129969258,1030.0676129969258,64.59,55.44,49.01,81.73,Proprietary,OpenAI,https://platform.openai.com/docs/guides/embeddings
embed-english-v3.0,embed-english-v3.0,1019.4055747270659,1019.4055747270659,64.47,55,47.43,82.62,Proprietary,Cohere,https://docs.cohere.com/docs/cohere-embed
BM25,BM25,936.4690778783831,936.4690778783831,,42.4,,,MIT,,https://github.com/xhluca/bm25s
jinaai/jina-embeddings-v2-base-en,jinaai/jina-embeddings-v2-base-en,785.0303083634136,785.0303083634136,60.38,47.87,41.73,80.7,Apache 2.0,Jina AI,https://huggingface.co/jinaai/jina-embeddings-v2-base-en
sentence-transformers/all-MiniLM-L6-v2,sentence-transformers/all-MiniLM-L6-v2,669.4776751633863,669.4776751633863,56.26,41.95,42.35,78.9,Apache 2.0,Sentence Transformers,https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2
